min(Δnn),Δ,K,ϵ_1,ϵ_2,N
1.8680268414367522,0.0,1.0,1.36,0.42,200.0
1.8308589554997852,0.0,1.0,1.36,0.49,200.0
1.7922607638337857,0.0,1.0,1.36,0.56,200.0
1.7520305558438527,0.0,1.0,1.36,0.63,200.0
1.709992725850681,0.0,1.0,1.36,0.7,200.0
1.6659995245867423,0.0,1.0,1.36,0.77,200.0
1.6199335933064498,0.0,1.0,1.36,0.84,200.0
1.5717114874833005,0.0,1.0,1.36,0.91,200.0
1.5212884676943697,0.0,1.0,1.36,0.98,200.0
1.4686649363866273,0.0,1.0,1.36,1.05,200.0
1.413895042099413,0.0,1.0,1.36,1.12,200.0
1.3570981715779151,0.0,1.0,1.36,1.19,200.0
1.2984743201361235,0.0,1.0,1.36,1.26,200.0
1.2383246804919645,0.0,1.0,1.36,1.33,200.0
1.1770792031721546,0.0,1.0,1.36,1.4,200.0
1.1153332665535096,0.0,1.0,1.36,1.47,200.0
1.0538956784378328,0.0,1.0,1.36,1.54,200.0
0.9938493386249876,0.0,1.0,1.36,1.61,200.0
0.936622573336586,0.0,1.0,1.36,1.68,200.0
0.8840607872984698,0.0,1.0,1.36,1.75,200.0
0.8384712919941917,0.0,1.0,1.36,1.82,200.0
0.8025885483022117,0.0,1.0,1.36,1.89,200.0
0.7793857346981063,0.0,1.0,1.36,1.96,200.0
0.7716805123077117,0.0,1.0,1.36,2.03,200.0
0.7815930392792731,0.0,1.0,1.36,2.1,200.0
0.8100753741415314,0.0,1.0,1.36,2.17,200.0
0.8567723645678171,0.0,1.0,1.36,2.24,200.0
0.9202818863686133,0.0,1.0,1.36,2.31,200.0
0.9986295091537585,0.0,1.0,1.36,2.38,200.0
1.0897099026638681,0.0,1.0,1.36,2.45,200.0
1.1915669918449225,0.0,1.0,1.36,2.52,200.0
1.3025156253996624,0.0,1.0,1.36,2.59,200.0
1.4211614138195223,0.0,1.0,1.36,2.66,200.0
1.5463720689430485,0.0,1.0,1.36,2.73,200.0
1.677233277594981,0.0,1.0,1.36,2.8,200.0
1.8130050457842355,0.0,1.0,1.36,2.87,200.0
1.9530844285029492,0.0,1.0,1.36,2.94,200.0
2.09697577171708,0.0,1.0,1.36,3.01,200.0
2.2442677036430396,0.0,1.0,1.36,3.08,200.0
2.3946155869157675,0.0,1.0,1.36,3.15,200.0
2.5477281729348125,0.0,1.0,1.36,3.22,200.0
2.703357409721713,0.0,1.0,1.36,3.29,200.0
2.8612905896982443,0.0,1.0,1.36,3.36,200.0
3.021344228952765,0.0,1.0,1.36,3.43,200.0
3.183359231912304,0.0,1.0,1.36,3.5,200.0
3.3471970177035537,0.0,1.0,1.36,3.57,200.0
3.5127363742463675,0.0,1.0,1.36,3.64,200.0
3.679870870914062,0.0,1.0,1.36,3.71,200.0
3.848506706893291,0.0,1.0,1.36,3.78,200.0
4.0185609052653355,0.0,1.0,1.36,3.85,200.0
4.189959786108339,0.0,1.0,1.36,3.92,200.0
4.3626376683932495,0.0,1.0,1.36,3.99,200.0
4.404847540797057,0.0,1.0,1.36,4.06,200.0
4.379891218360985,0.0,1.0,1.36,4.13,200.0
4.3614027958745325,0.0,1.0,1.36,4.2,200.0
4.350024510061189,0.0,1.0,1.36,4.27,200.0
4.34637151463108,0.0,1.0,1.36,4.34,200.0
4.351018614896486,0.0,1.0,1.36,4.41,200.0
4.364486968495829,0.0,1.0,1.36,4.48,200.0
4.387231466597903,0.0,1.0,1.36,4.55,200.0
4.419629545048778,0.0,1.0,1.36,4.62,200.0
4.461972128683193,0.0,1.0,1.36,4.69,200.0
4.5144572816817785,0.0,1.0,1.36,4.76,200.0
4.577186935418332,0.0,1.0,1.36,4.83,200.0
4.65016682002382,0.0,1.0,1.36,4.9,200.0
4.73330947290426,0.0,1.0,1.36,4.97,200.0
4.82643997328217,0.0,1.0,1.36,5.04,200.0
4.9293038855248525,0.0,1.0,1.36,5.11,200.0
5.041576801513251,0.0,1.0,1.36,5.18,200.0
5.1628748547726175,0.0,1.0,1.36,5.25,200.0
5.292765625187801,0.0,1.0,1.36,5.32,200.0
5.4307789437023,0.0,1.0,1.36,5.39,200.0
5.576417219865196,0.0,1.0,1.36,5.46,200.0
5.729165031954768,0.0,1.0,1.36,5.53,200.0
5.88849782505174,0.0,1.0,1.36,5.6,200.0
6.053889648113078,0.0,1.0,1.36,5.67,200.0
6.224819923473277,0.0,1.0,1.36,5.74,200.0
6.400779282142686,0.0,1.0,1.36,5.81,200.0
6.58127451932323,0.0,1.0,1.36,5.88,200.0
6.765832731583359,0.0,1.0,1.36,5.95,200.0
6.954004695184437,0.0,1.0,1.36,6.02,200.0
7.145367538693911,0.0,1.0,1.36,6.09,200.0
7.238432357937839,0.0,1.0,1.36,6.16,200.0
7.277126231056172,0.0,1.0,1.36,6.23,200.0
7.322817909679934,0.0,1.0,1.36,6.3,200.0
7.375520831489162,0.0,1.0,1.36,6.37,200.0
7.435187119889505,0.0,1.0,1.36,6.44,200.0
7.5017086684978125,0.0,1.0,1.36,6.51,200.0
7.574919175654905,0.0,1.0,1.36,6.58,200.0
7.654597080653971,0.0,1.0,1.36,6.65,200.0
7.740469334214957,0.0,1.0,1.36,6.72,200.0
7.832215920706055,0.0,1.0,1.36,6.79,200.0
7.929475038625895,0.0,1.0,1.36,6.86,200.0
8.031848838132433,0.0,1.0,1.36,6.93,200.0
8.124089608114907,0.0,1.0,1.36,7.0,200.0
8.103070907482248,0.0,1.0,1.36,7.07,200.0
8.088890270532815,0.0,1.0,1.36,7.14,200.0
8.082181015170129,0.0,1.0,1.36,7.21,200.0
8.083552129379761,0.0,1.0,1.36,7.28,200.0
8.093579068019892,0.0,1.0,1.36,7.35,200.0
8.11279471799596,0.0,1.0,1.36,7.42,200.0
8.141680804882398,0.0,1.0,1.36,7.49,200.0
8.180660020785616,0.0,1.0,1.36,7.56,200.0
8.23008914240426,0.0,1.0,1.36,7.63,200.0
8.290253378513036,0.0,1.0,1.36,7.7,200.0
8.36136213842643,0.0,1.0,1.36,7.77,200.0
8.443546350663581,0.0,1.0,1.36,7.84,200.0
8.53685738936963,0.0,1.0,1.36,7.91,200.0
8.64126759163814,0.0,1.0,1.36,7.98,200.0
8.75667227869046,0.0,1.0,1.36,8.05,200.0
8.882893134103938,0.0,1.0,1.36,8.12,200.0
9.019682747622042,0.0,1.0,1.36,8.19,200.0
9.166730106024275,0.0,1.0,1.36,8.26,200.0
9.323666803355536,0.0,1.0,1.36,8.33,200.0
9.490073749694332,0.0,1.0,1.36,8.4,200.0
9.475682595724152,0.0,1.0,1.36,8.47,200.0
9.39866435645439,0.0,1.0,1.36,8.54,200.0
9.324794040018134,0.0,1.0,1.36,8.61,200.0
9.25466194982502,0.0,1.0,1.36,8.68,200.0
9.188853556137289,0.0,1.0,1.36,8.75,200.0
9.127942611872527,0.0,1.0,1.36,8.82,200.0
9.072484094256765,0.0,1.0,1.36,8.89,200.0
9.023007047554174,0.0,1.0,1.36,8.96,200.0
8.980007423901355,0.0,1.0,1.36,9.03,200.0
8.943941043335215,0.0,1.0,1.36,9.1,200.0
8.915216817702927,0.0,1.0,1.36,9.17,200.0
8.89419040323881,0.0,1.0,1.36,9.24,200.0
8.88115846018708,0.0,1.0,1.36,9.31,200.0
8.87635370228385,0.0,1.0,1.36,9.38,200.0
8.879940912312634,0.0,1.0,1.36,9.45,200.0
8.892014081470705,0.0,1.0,1.36,9.52,200.0
8.912594800334801,0.0,1.0,1.36,9.59,200.0
8.94163198942644,0.0,1.0,1.36,9.66,200.0
8.97900301047298,0.0,1.0,1.36,9.73,200.0
9.024516148879243,0.0,1.0,1.36,9.8,200.0
9.077914407376014,0.0,1.0,1.36,9.87,200.0
9.138880503841804,0.0,1.0,1.36,9.94,200.0
2.101754046784189,0.0,1.0,1.39,0.0,200.0
2.0687402038431575,0.0,1.0,1.39,0.07,200.0
2.0360221700612025,0.0,1.0,1.39,0.14,200.0
2.003252111616544,0.0,1.0,1.39,0.21,200.0
1.970106118871529,0.0,1.0,1.39,0.28,200.0
1.936283640871725,0.0,1.0,1.39,0.35,200.0
1.9015069967802587,0.0,1.0,1.39,0.42,200.0
1.8655210519528231,0.0,1.0,1.39,0.49,200.0
1.8280931386486499,0.0,1.0,1.39,0.56,200.0
1.7890132998192683,0.0,1.0,1.39,0.63,200.0
1.7480949395201355,0.0,1.0,1.39,0.7,200.0
1.7051759762215362,0.0,1.0,1.39,0.77,200.0
1.6601206174045426,0.0,1.0,1.39,0.84,200.0
1.6128219082197734,0.0,1.0,1.39,0.91,200.0
1.5632052582124567,0.0,1.0,1.39,0.98,200.0
1.5112332250393337,0.0,1.0,1.39,1.05,200.0
1.456911942758631,0.0,1.0,1.39,1.12,200.0
1.400299738864276,0.0,1.0,1.39,1.19,200.0
1.341518707893572,0.0,1.0,1.39,1.26,200.0
1.280770323627209,0.0,1.0,1.39,1.33,200.0
1.2183565993233314,0.0,1.0,1.39,1.4,200.0
1.1547088505260223,0.0,1.0,1.39,1.47,200.0
1.090426715275444,0.0,1.0,1.39,1.54,200.0
1.0263304917455773,0.0,1.0,1.39,1.61,200.0
0.9635293543737173,0.0,1.0,1.39,1.68,200.0
0.9035049137660875,0.0,1.0,1.39,1.75,200.0
0.8482004790946238,0.0,1.0,1.39,1.82,200.0
0.800086082980525,0.0,1.0,1.39,1.89,200.0
0.7621350409875909,0.0,1.0,1.39,1.96,200.0
0.7376141376662391,0.0,1.0,1.39,2.03,200.0
0.7296108120956424,0.0,1.0,1.39,2.1,200.0
0.7403688388294158,0.0,1.0,1.39,2.17,200.0
0.7707302688192268,0.0,1.0,1.39,2.24,200.0
0.8200259410171906,0.0,1.0,1.39,2.31,200.0
0.8864642957369142,0.0,1.0,1.39,2.38,200.0
0.9677330986331327,0.0,1.0,1.39,2.45,200.0
1.061499021619035,0.0,1.0,1.39,2.52,200.0
1.165683961156196,0.0,1.0,1.39,2.59,200.0
1.2785568580347224,0.0,1.0,1.39,2.66,200.0
1.3987231466768737,0.0,1.0,1.39,2.73,200.0
1.5250741461958661,0.0,1.0,1.39,2.8,200.0
1.6567295102620214,0.0,1.0,1.39,2.87,200.0
1.7929861862995633,0.0,1.0,1.39,2.94,200.0
1.9332774268775523,0.0,1.0,1.39,3.01,200.0
2.0771413495542124,0.0,1.0,1.39,3.08,200.0
2.2241973059820097,0.0,1.0,1.39,3.15,200.0
2.3741282305646454,0.0,1.0,1.39,3.22,200.0
2.5266674254992356,0.0,1.0,1.39,3.29,200.0
2.6815885911500263,0.0,1.0,1.39,3.36,200.0
2.838698220895374,0.0,1.0,1.39,3.43,200.0
2.997829722875574,0.0,1.0,1.39,3.5,200.0
3.1588388118357322,0.0,1.0,1.39,3.57,200.0
3.321599844887613,0.0,1.0,1.39,3.64,200.0
3.4860028679960777,0.0,1.0,1.39,3.71,200.0
3.6519512056737238,0.0,1.0,1.39,3.78,200.0
3.8193594725810165,0.0,1.0,1.39,3.85,200.0
3.9881519182309866,0.0,1.0,1.39,3.92,200.0
4.158261038885195,0.0,1.0,1.39,3.99,200.0
4.329626406919097,0.0,1.0,1.39,4.06,200.0
4.317932996809542,0.0,1.0,1.39,4.13,200.0
4.295017273804913,0.0,1.0,1.39,4.2,200.0
4.279045381380648,0.0,1.0,1.39,4.27,200.0
4.270651579536665,0.0,1.0,1.39,4.34,200.0
4.270433440795074,0.0,1.0,1.39,4.41,200.0
4.278937927351453,0.0,1.0,1.39,4.48,200.0
4.296647901650907,0.0,1.0,1.39,4.55,200.0
4.3239698730289575,0.0,1.0,1.39,4.62,200.0
4.361223766097115,0.0,1.0,1.39,4.69,200.0
4.408635385740617,0.0,1.0,1.39,4.76,200.0
4.4663320571132665,0.0,1.0,1.39,4.83,200.0
4.5343416624475665,0.0,1.0,1.39,4.9,200.0
4.612595017888285,0.0,1.0,1.39,4.97,200.0
4.700931274782711,0.0,1.0,1.39,5.04,200.0
4.799105826919462,0.0,1.0,1.39,5.11,200.0
4.906800080692001,0.0,1.0,1.39,5.18,200.0
5.023632404963877,0.0,1.0,1.39,5.25,200.0
5.149169612134525,0.0,1.0,1.39,5.32,200.0
5.282938411722128,0.0,1.0,1.39,5.39,200.0
5.424436398637628,0.0,1.0,1.39,5.46,200.0
5.573142267492994,0.0,1.0,1.39,5.53,200.0
5.728525064088505,0.0,1.0,1.39,5.6,200.0
5.890052384528239,0.0,1.0,1.39,5.67,200.0
6.057197506453569,0.0,1.0,1.39,5.74,200.0
6.229445485881371,0.0,1.0,1.39,5.81,200.0
6.406298280637813,0.0,1.0,1.39,5.88,200.0
6.587278972545455,0.0,1.0,1.39,5.95,200.0
6.771935160925715,0.0,1.0,1.39,6.02,200.0
6.959841594599702,0.0,1.0,1.39,6.09,200.0
7.150602102423953,0.0,1.0,1.39,6.16,200.0
7.343850876218582,0.0,1.0,1.39,6.23,200.0
7.441244278809457,0.0,1.0,1.39,6.3,200.0
7.497946101413106,0.0,1.0,1.39,6.37,200.0
7.56162918867313,0.0,1.0,1.39,6.44,200.0
7.632180707890711,0.0,1.0,1.39,6.51,200.0
7.709429949056087,0.0,1.0,1.39,6.58,200.0
7.793151288419622,0.0,1.0,1.39,6.65,200.0
7.8830679465102165,0.0,1.0,1.39,6.72,200.0
7.978856462252409,0.0,1.0,1.39,6.79,200.0
8.080151796499656,0.0,1.0,1.39,6.86,200.0
8.080304598474633,0.0,1.0,1.39,6.93,200.0
8.049350048215949,0.0,1.0,1.39,7.0,200.0
8.0244917573377,0.0,1.0,1.39,7.07,200.0
8.006384308212361,0.0,1.0,1.39,7.14,200.0
7.9956682629852835,0.0,1.0,1.39,7.21,200.0
7.992961003628338,0.0,1.0,1.39,7.28,200.0
7.99884742443345,0.0,1.0,1.39,7.35,200.0
8.01387072853418,0.0,1.0,1.39,7.42,200.0
8.038523606458376,0.0,1.0,1.39,7.49,200.0
8.073240086763185,0.0,1.0,1.39,7.56,200.0
8.11838834275941,0.0,1.0,1.39,7.63,200.0
8.174264713288238,0.0,1.0,1.39,7.7,200.0
8.241089149863612,0.0,1.0,1.39,7.77,200.0
8.319002240226979,0.0,1.0,1.39,7.84,200.0
8.408063884724768,0.0,1.0,1.39,7.91,200.0
8.5082536237625,0.0,1.0,1.39,7.98,200.0
8.619472539360913,0.0,1.0,1.39,8.05,200.0
8.741546588388772,0.0,1.0,1.39,8.12,200.0
8.874231174744324,0.0,1.0,1.39,8.19,200.0
9.017216735713504,0.0,1.0,1.39,8.26,200.0
9.170135104637197,0.0,1.0,1.39,8.33,200.0
9.33256641630004,0.0,1.0,1.39,8.4,200.0
9.504046339775627,0.0,1.0,1.39,8.47,200.0
9.475783633823696,0.0,1.0,1.39,8.54,200.0
9.405604486871937,0.0,1.0,1.39,8.61,200.0
9.339266419270643,0.0,1.0,1.39,8.68,200.0
9.277354807946608,0.0,1.0,1.39,8.75,200.0
9.22044218354462,0.0,1.0,1.39,8.82,200.0
9.169081055530782,0.0,1.0,1.39,8.89,200.0
9.123796682115781,0.0,1.0,1.39,8.96,200.0
9.085079886988098,0.0,1.0,1.39,9.03,200.0
9.053380046817097,0.0,1.0,1.39,9.1,200.0
9.029098394583713,0.0,1.0,1.39,9.17,200.0
9.012581801075129,0.0,1.0,1.39,9.24,200.0
9.004117207487468,0.0,1.0,1.39,9.31,200.0
9.003926883635629,0.0,1.0,1.39,9.38,200.0
9.012164677171029,0.0,1.0,1.39,9.45,200.0
9.028913398924573,0.0,1.0,1.39,9.52,200.0
9.054183458673563,0.0,1.0,1.39,9.59,200.0
9.087912826094168,0.0,1.0,1.39,9.66,200.0
9.12996834612477,0.0,1.0,1.39,9.73,200.0
9.180148389793558,0.0,1.0,1.39,9.8,200.0
9.238186774190382,0.0,1.0,1.39,9.87,200.0
9.303757841887787,0.0,1.0,1.39,9.94,200.0
2.1286183361892705,0.0,1.0,1.42,0.0,200.0
2.0968320010744286,0.0,1.0,1.42,0.07,200.0
2.0653495634529477,0.0,1.0,1.42,0.14,200.0
2.0338247180216453,0.0,1.0,1.42,0.21,200.0
2.0019343535210568,0.0,1.0,1.42,0.28,200.0
1.9693778124220498,0.0,1.0,1.42,0.35,200.0
1.9358762091608144,0.0,1.0,1.42,0.42,200.0
1.901171884871471,0.0,1.0,1.42,0.49,200.0
1.8650280671996247,0.0,1.0,1.42,0.56,200.0
1.827228799694462,0.0,1.0,1.42,0.63,200.0
1.787579206599128,0.0,1.0,1.42,0.7,200.0
1.7459061660610065,0.0,1.0,1.42,0.77,200.0
1.7020594789230419,0.0,1.0,1.42,0.84,200.0
1.6559136432743298,0.0,1.0,1.42,0.91,200.0
1.6073703800492884,0.0,1.0,1.42,0.98,200.0
1.5563621072361915,0.0,1.0,1.42,1.05,200.0
1.5028566374234842,0.0,1.0,1.42,1.12,200.0
1.4468634870521067,0.0,1.0,1.42,1.19,200.0
1.3884423528266874,0.0,1.0,1.42,1.26,200.0
1.3277145554413465,0.0,1.0,1.42,1.33,200.0
1.2648786057109316,0.0,1.0,1.42,1.4,200.0
1.200231552433788,0.0,1.0,1.42,1.47,200.0
1.1341984574745112,0.0,1.0,1.42,1.54,200.0
1.0673731939127755,0.0,1.0,1.42,1.61,200.0
1.000574585520801,0.0,1.0,1.42,1.68,200.0
0.9349220223120831,0.0,1.0,1.42,1.75,200.0
0.8719322466372326,0.0,1.0,1.42,1.82,200.0
0.8136297839306081,0.0,1.0,1.42,1.89,200.0
0.7626399580889967,0.0,1.0,1.42,1.96,200.0
0.7221885487206423,0.0,1.0,1.42,2.03,200.0
0.6958794097185388,0.0,1.0,1.42,2.1,200.0
0.6871339158842424,0.0,1.0,1.42,2.17,200.0
0.6983705993644929,0.0,1.0,1.42,2.24,200.0
0.7303274252935239,0.0,1.0,1.42,2.31,200.0
0.781987355756403,0.0,1.0,1.42,2.38,200.0
0.8511300370465165,0.0,1.0,1.42,2.45,200.0
0.9350847505895494,0.0,1.0,1.42,2.52,200.0
1.0312887967472886,0.0,1.0,1.42,2.59,200.0
1.1375502528678467,0.0,1.0,1.42,2.66,200.0
1.2521019347119857,0.0,1.0,1.42,2.73,200.0
1.3735568618279395,0.0,1.0,1.42,2.8,200.0
1.500834969195207,0.0,1.0,1.42,2.87,200.0
1.63309255224463,0.0,1.0,1.42,2.94,200.0
1.7696644984489023,0.0,1.0,1.42,3.01,200.0
1.9100201455940589,0.0,1.0,1.42,3.08,200.0
2.0537305675973485,0.0,1.0,1.42,3.15,200.0
2.200444595877551,0.0,1.0,1.42,3.22,200.0
2.349871244777429,0.0,1.0,1.42,3.29,200.0
2.5017667463466555,0.0,1.0,1.42,3.36,200.0
2.655924883645122,0.0,1.0,1.42,3.43,200.0
2.812169688576212,0.0,1.0,1.42,3.5,200.0
2.9703498459251634,0.0,1.0,1.42,3.57,200.0
3.130334340934196,0.0,1.0,1.42,3.64,200.0
3.292009024599812,0.0,1.0,1.42,3.71,200.0
3.455273866001926,0.0,1.0,1.42,3.78,200.0
3.620040726983996,0.0,1.0,1.42,3.85,200.0
3.7862315403796867,0.0,1.0,1.42,3.92,200.0
3.953776804974302,0.0,1.0,1.42,3.99,200.0
4.1226143328299685,0.0,1.0,1.42,4.06,200.0
4.2576664993913305,0.0,1.0,1.42,4.13,200.0
4.230301795260942,0.0,1.0,1.42,4.2,200.0
4.20970020161457,0.0,1.0,1.42,4.27,200.0
4.196514609210791,0.0,1.0,1.42,4.34,200.0
4.191365357900292,0.0,1.0,1.42,4.41,200.0
4.194825753974676,0.0,1.0,1.42,4.48,200.0
4.207407735643606,0.0,1.0,1.42,4.55,200.0
4.2295485338776615,0.0,1.0,1.42,4.62,200.0
4.261599194391948,0.0,1.0,1.42,4.69,200.0
4.303815742782181,0.0,1.0,1.42,4.76,200.0
4.356353590458813,0.0,1.0,1.42,4.83,200.0
4.4192655161332155,0.0,1.0,1.42,4.9,200.0
4.49250325505405,0.0,1.0,1.42,4.97,200.0
4.575922432827486,0.0,1.0,1.42,5.04,200.0
4.669290336179259,0.0,1.0,1.42,5.11,200.0
4.7722958500879145,0.0,1.0,1.42,5.18,200.0
4.8845608215310286,0.0,1.0,1.42,5.25,200.0
5.005652128466714,0.0,1.0,1.42,5.32,200.0
5.1350938187796835,0.0,1.0,1.42,5.39,200.0
5.2723788112724606,0.0,1.0,1.42,5.46,200.0
5.416979792995839,0.0,1.0,1.42,5.53,200.0
5.568359082909687,0.0,1.0,1.42,5.6,200.0
5.725977346946024,0.0,1.0,1.42,5.67,200.0
5.889301137314774,0.0,1.0,1.42,5.74,200.0
6.057809288671116,0.0,1.0,1.42,5.81,200.0
6.230998238941474,0.0,1.0,1.42,5.88,200.0
6.4083863587046395,0.0,1.0,1.42,5.95,200.0
6.589517376122309,0.0,1.0,1.42,6.02,200.0
6.773962980092058,0.0,1.0,1.42,6.09,200.0
6.961324677015632,0.0,1.0,1.42,6.16,200.0
7.151234969485365,0.0,1.0,1.42,6.23,200.0
7.343357920071476,0.0,1.0,1.42,6.3,200.0
7.537389160937266,0.0,1.0,1.42,6.37,200.0
7.687999592961127,0.0,1.0,1.42,6.44,200.0
7.762533195320266,0.0,1.0,1.42,6.51,200.0
7.843774594743046,0.0,1.0,1.42,6.58,200.0
7.931494741068484,0.0,1.0,1.42,6.65,200.0
8.025413710481025,0.0,1.0,1.42,6.72,200.0
8.094787820296197,0.0,1.0,1.42,6.79,200.0
8.05007332135488,0.0,1.0,1.42,6.86,200.0
8.010031163764154,0.0,1.0,1.42,6.93,200.0
7.975321568140657,0.0,1.0,1.42,7.0,200.0
7.946608972077982,0.0,1.0,1.42,7.07,200.0
7.92455385481064,0.0,1.0,1.42,7.14,200.0
7.909803972481797,0.0,1.0,1.42,7.21,200.0
7.902985168995507,0.0,1.0,1.42,7.28,200.0
7.904691971909273,0.0,1.0,1.42,7.35,200.0
7.9154782235735865,0.0,1.0,1.42,7.42,200.0
7.935848029549682,0.0,1.0,1.42,7.49,200.0
7.966247324053128,0.0,1.0,1.42,7.56,200.0
8.007056351433576,0.0,1.0,1.42,7.63,200.0
8.058583340907362,0.0,1.0,1.42,7.7,200.0
8.121059608711434,0.0,1.0,1.42,7.77,200.0
8.1946362601078,0.0,1.0,1.42,7.84,200.0
8.279382588357748,0.0,1.0,1.42,7.91,200.0
8.375286185944233,0.0,1.0,1.42,7.98,200.0
8.48225470287494,0.0,1.0,1.42,8.05,200.0
8.600119115391863,0.0,1.0,1.42,8.12,200.0
8.728638311952793,0.0,1.0,1.42,8.19,200.0
8.86750476575854,0.0,1.0,1.42,8.26,200.0
9.016351045557457,0.0,1.0,1.42,8.33,200.0
9.174756917714546,0.0,1.0,1.42,8.4,200.0
9.342256809272257,0.0,1.0,1.42,8.47,200.0
9.518347429506179,0.0,1.0,1.42,8.54,200.0
9.487129301962838,0.0,1.0,1.42,8.61,200.0
9.424587633541492,0.0,1.0,1.42,8.68,200.0
9.366570234715667,0.0,1.0,1.42,8.75,200.0
9.313648302811842,0.0,1.0,1.42,8.82,200.0
9.26637182756427,0.0,1.0,1.42,8.89,200.0
9.225262295522612,0.0,1.0,1.42,8.96,200.0
9.190805489948573,0.0,1.0,1.42,9.03,200.0
9.163444512241782,0.0,1.0,1.42,9.1,200.0
9.143573169457412,0.0,1.0,1.42,9.17,200.0
9.131529886961218,0.0,1.0,1.42,9.24,200.0
9.127592313014489,0.0,1.0,1.42,9.31,200.0
9.13197278097627,0.0,1.0,1.42,9.38,200.0
9.144814783506575,0.0,1.0,1.42,9.45,200.0
9.166190591402497,0.0,1.0,1.42,9.52,200.0
9.196100118359283,0.0,1.0,1.42,9.59,200.0
9.234471093952791,0.0,1.0,1.42,9.66,200.0
9.281160563210904,0.0,1.0,1.42,9.73,200.0
9.335957685483706,0.0,1.0,1.42,9.8,200.0
9.398587761128923,0.0,1.0,1.42,9.87,200.0
9.468717374657501,0.0,1.0,1.42,9.94,200.0
2.155951855579747,0.0,1.0,1.45,0.0,200.0
2.125434521286455,0.0,1.0,1.45,0.07,200.0
2.0952350104376545,0.0,1.0,1.45,0.14,200.0
2.0650092826575945,0.0,1.0,1.45,0.21,200.0
2.034435875933153,0.0,1.0,1.45,0.28,200.0
2.003215017249173,0.0,1.0,1.45,0.35,200.0
1.9710677783979764,0.0,1.0,1.45,0.42,200.0
1.937735346952461,0.0,1.0,1.45,0.49,200.0
1.9029784719669611,0.0,1.0,1.45,0.56,200.0
1.8665771381599154,0.0,1.0,1.45,0.63,200.0
1.8283305209773282,0.0,1.0,1.45,0.7,200.0
1.7880572781182424,0.0,1.0,1.45,0.77,200.0
1.7455962413313806,0.0,1.0,1.45,0.84,200.0
1.7008075867153405,0.0,1.0,1.45,0.91,200.0
1.653574584454221,0.0,1.0,1.45,0.98,200.0
1.603806063331798,0.0,1.0,1.45,1.05,200.0
1.5514397769194206,0.0,1.0,1.45,1.12,200.0
1.496446935416512,0.0,1.0,1.45,1.19,200.0
1.4388382825461559,0.0,1.0,1.45,1.26,200.0
1.3786722700281233,0.0,1.0,1.45,1.33,200.0
1.3160661417894879,0.0,1.0,1.45,1.4,200.0
1.2512111279242104,0.0,1.0,1.45,1.47,200.0
1.1843935211270207,0.0,1.0,1.45,1.54,200.0
1.116024231839801,0.0,1.0,1.45,1.61,200.0
1.0466805351359278,0.0,1.0,1.45,1.68,200.0
0.9771650385145128,0.0,1.0,1.45,1.75,200.0
0.9085878591446281,0.0,1.0,1.45,1.82,200.0
0.8424767594967832,0.0,1.0,1.45,1.89,200.0
0.780911688571563,0.0,1.0,1.45,1.96,200.0
0.726654581081859,0.0,1.0,1.45,2.03,200.0
0.6831887543418453,0.0,1.0,1.45,2.1,200.0
0.6545018791582926,0.0,1.0,1.45,2.17,200.0
0.6444344896271375,0.0,1.0,1.45,2.24,200.0
0.6556605320036244,0.0,1.0,1.45,2.31,200.0
0.688838117517033,0.0,1.0,1.45,2.38,200.0
0.7425688527588683,0.0,1.0,1.45,2.45,200.0
0.8141564780243371,0.0,1.0,1.45,2.52,200.0
0.9005441138659975,0.0,1.0,1.45,2.59,200.0
0.998933668213331,0.0,1.0,1.45,2.66,200.0
1.1070242566640207,0.0,1.0,1.45,2.73,200.0
1.2230196412480936,0.0,1.0,1.45,2.8,200.0
1.345545977758114,0.0,1.0,1.45,2.87,200.0
1.4735550950435492,0.0,1.0,1.45,2.94,200.0
1.6062413020291473,0.0,1.0,1.45,3.01,200.0
1.742977470158955,0.0,1.0,1.45,3.08,200.0
1.8832682247231016,0.0,1.0,1.45,3.15,200.0
2.0267162994360977,0.0,1.0,1.45,3.22,200.0
2.1729984352796556,0.0,1.0,1.45,3.29,200.0
2.3218480270593886,0.0,1.0,1.45,3.36,200.0
2.4730425005766516,0.0,1.0,1.45,3.43,200.0
2.626394009186674,0.0,1.0,1.45,3.5,200.0
2.7817424745386425,0.0,1.0,1.45,3.57,200.0
2.93895029945023,0.0,1.0,1.45,3.64,200.0
3.0978982884852044,0.0,1.0,1.45,3.71,200.0
3.2584824532358443,0.0,1.0,1.45,3.78,200.0
3.4206114756830583,0.0,1.0,1.45,3.85,200.0
3.5842046688983302,0.0,1.0,1.45,3.92,200.0
3.7491903196464875,0.0,1.0,1.45,3.99,200.0
3.9155043288132116,0.0,1.0,1.45,4.06,200.0
4.0830890874746295,0.0,1.0,1.45,4.13,200.0
4.167362421565485,0.0,1.0,1.45,4.2,200.0
4.14210150396141,0.0,1.0,1.45,4.27,200.0
4.1240787724602725,0.0,1.0,1.45,4.34,200.0
4.113937070998251,0.0,1.0,1.45,4.41,200.0
4.11227635627041,0.0,1.0,1.45,4.48,200.0
4.119638567232087,0.0,1.0,1.45,4.55,200.0
4.136493199360572,0.0,1.0,1.45,4.62,200.0
4.163224523544226,0.0,1.0,1.45,4.69,200.0
4.200121341144303,0.0,1.0,1.45,4.76,200.0
